Riding,Voter Number,Rank Ballot,Range Ballot,Approval Ballot
248,4986,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;NO;NO;NO
248,4987,NDP;CPC;GREEN;LIBERAL,2;1;1;3,NO;NO;NO;YES
248,4988,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;YES;YES;YES
248,4989,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
248,4990,LIBERAL;NDP;GREEN;CPC,1;1;3;2,YES;YES;YES;YES
248,4991,LIBERAL;CPC;NDP;GREEN,3;1;4;2,NO;NO;YES;NO
248,4992,LIBERAL;NDP;CPC;GREEN,3;3;4;3,YES;YES;YES;YES
249,4993,CPC;LIBERAL;NDP;GREEN,4;1;3;1,YES;NO;YES;NO
249,4994,NDP;CPC;GREEN;LIBERAL,3;2;1;4,YES;YES;YES;YES
249,4995,NDP;GREEN;LIBERAL;CPC,1;3;1;4,NO;NO;NO;YES
249,4996,LIBERAL;CPC;GREEN;NDP,2;2;4;1,NO;NO;YES;NO
249,4997,NDP;GREEN;LIBERAL;CPC,1;3;2;4,NO;YES;NO;YES
249,4998,LIBERAL;CPC;NDP;GREEN,2;1;3;1,NO;NO;YES;NO
249,4999,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;YES
249,5000,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
249,5001,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;NO
249,5002,NDP;GREEN;LIBERAL;CPC,1;3;3;4,NO;YES;YES;YES
249,5003,LIBERAL;NDP;CPC;GREEN,1;1;3;2,YES;YES;YES;YES
249,5004,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
249,5005,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
249,5006,GREEN;NDP;LIBERAL;CPC,1;4;2;3,NO;YES;NO;YES
249,5007,LIBERAL;NDP;GREEN;CPC,1;2;3;2,YES;YES;YES;YES
249,5008,LIBERAL;CPC;GREEN;NDP,3;2;4;1,NO;NO;YES;NO
249,5009,LIBERAL;CPC;NDP;GREEN,2;1;2;1,YES;NO;YES;NO
249,5010,LIBERAL;NDP;GREEN;CPC,1;1;3;3,NO;NO;YES;YES
249,5011,LIBERAL;CPC;GREEN;NDP,1;1;2;1,YES;YES;YES;YES
249,5012,CPC;NDP;GREEN;LIBERAL,5;4;3;5,YES;YES;YES;YES
250,5013,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;NO;NO;YES
250,5014,LIBERAL;GREEN;NDP;CPC,2;2;4;2,YES;YES;YES;YES
250,5015,CPC;NDP;LIBERAL;GREEN,4;2;3;3,YES;NO;NO;NO
250,5016,NDP;LIBERAL;CPC;GREEN,2;1;2;3,YES;YES;YES;YES
250,5017,LIBERAL;GREEN;NDP;CPC,2;5;5;3,NO;YES;YES;YES
250,5018,LIBERAL;GREEN;NDP;CPC,1;2;4;1,NO;NO;YES;NO
250,5019,GREEN;LIBERAL;NDP;CPC,1;3;2;1,YES;YES;YES;YES
250,5020,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
250,5021,NDP;LIBERAL;GREEN;CPC,2;3;3;3,YES;YES;YES;YES
250,5022,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
250,5023,CPC;GREEN;NDP;LIBERAL,4;3;1;1,YES;YES;NO;NO
250,5024,CPC;NDP;GREEN;LIBERAL,3;2;1;3,YES;YES;YES;YES
250,5025,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;YES
250,5026,LIBERAL;NDP;GREEN;CPC,1;2;4;3,YES;YES;YES;YES
250,5027,LIBERAL;NDP;CPC;GREEN,2;1;2;2,YES;NO;YES;YES
250,5028,LIBERAL;CPC;NDP;GREEN,3;1;4;2,YES;NO;YES;NO
250,5029,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;YES;YES;NO
250,5030,NDP;CPC;GREEN;LIBERAL,1;1;1;2,YES;YES;YES;YES
251,5031,LIBERAL;NDP;CPC;GREEN,1;1;2;2,NO;NO;YES;YES
251,5032,NDP;GREEN;LIBERAL;CPC,1;2;2;3,NO;NO;NO;YES
251,5033,CPC;LIBERAL;NDP;GREEN,4;1;2;1,YES;NO;NO;NO
251,5034,CPC;NDP;GREEN;LIBERAL,5;2;1;3,YES;NO;NO;NO
251,5035,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;NO;NO;YES
251,5036,CPC;NDP;GREEN;LIBERAL,2;1;1;2,YES;NO;NO;YES
251,5037,LIBERAL;CPC;NDP;GREEN,3;1;4;2,YES;NO;YES;YES
251,5038,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;YES;YES;YES
251,5039,LIBERAL;NDP;GREEN;CPC,2;3;3;3,NO;YES;YES;YES
251,5040,LIBERAL;GREEN;NDP;CPC,1;3;4;2,YES;YES;YES;YES
251,5041,LIBERAL;GREEN;NDP;CPC,1;4;4;2,YES;YES;YES;YES
251,5042,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
251,5043,NDP;GREEN;LIBERAL;CPC,1;2;1;3,YES;YES;YES;YES
251,5044,CPC;NDP;GREEN;LIBERAL,4;1;1;3,YES;NO;NO;NO
251,5045,CPC;NDP;LIBERAL;GREEN,4;1;2;4,YES;NO;NO;YES
251,5046,NDP;LIBERAL;GREEN;CPC,1;2;3;4,NO;NO;YES;YES
251,5047,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;NO
251,5048,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;NO;NO;YES
251,5049,CPC;GREEN;NDP;LIBERAL,3;2;1;1,YES;NO;NO;NO
252,5050,NDP;GREEN;LIBERAL;CPC,1;2;1;3,YES;YES;YES;YES
252,5051,LIBERAL;NDP;CPC;GREEN,2;2;4;3,NO;NO;YES;YES
252,5052,LIBERAL;GREEN;NDP;CPC,2;3;4;3,NO;YES;YES;YES
252,5053,CPC;GREEN;LIBERAL;NDP,2;1;1;1,YES;NO;NO;NO
252,5054,CPC;NDP;LIBERAL;GREEN,3;1;2;2,YES;NO;NO;NO
252,5055,NDP;LIBERAL;GREEN;CPC,1;1;1;2,NO;NO;NO;YES
252,5056,LIBERAL;GREEN;CPC;NDP,1;1;4;1,NO;NO;YES;NO
252,5057,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
252,5058,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;YES;YES;YES
252,5059,LIBERAL;NDP;CPC;GREEN,2;1;3;2,NO;NO;YES;NO
252,5060,CPC;GREEN;LIBERAL;NDP,4;2;1;1,YES;NO;NO;NO
252,5061,LIBERAL;GREEN;CPC;NDP,1;3;4;1,NO;NO;YES;NO
252,5062,CPC;NDP;LIBERAL;GREEN,2;1;1;2,YES;NO;NO;YES
252,5063,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;NO;NO
252,5064,LIBERAL;GREEN;NDP;CPC,2;3;3;2,YES;YES;YES;YES
252,5065,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;YES;YES;NO
252,5066,LIBERAL;GREEN;NDP;CPC,2;3;4;2,YES;YES;YES;YES
252,5067,CPC;NDP;GREEN;LIBERAL,4;1;1;3,YES;YES;YES;YES
252,5068,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
252,5069,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
252,5070,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
252,5071,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;NO;YES
253,5072,CPC;GREEN;NDP;LIBERAL,4;3;2;2,YES;YES;NO;NO
253,5073,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
253,5074,NDP;LIBERAL;CPC;GREEN,2;1;3;4,NO;NO;YES;YES
253,5075,CPC;GREEN;LIBERAL;NDP,4;3;2;1,YES;YES;YES;YES
253,5076,CPC;LIBERAL;GREEN;NDP,4;1;2;1,YES;YES;YES;YES
253,5077,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;YES
253,5078,NDP;CPC;LIBERAL;GREEN,3;1;2;5,YES;NO;NO;YES
253,5079,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;NO;NO
253,5080,CPC;GREEN;LIBERAL;NDP,4;2;2;1,YES;YES;YES;YES
253,5081,NDP;GREEN;CPC;LIBERAL,1;2;1;3,NO;NO;NO;YES
253,5082,CPC;NDP;LIBERAL;GREEN,2;1;2;2,YES;NO;YES;YES
253,5083,LIBERAL;CPC;GREEN;NDP,3;2;4;1,YES;YES;YES;YES
253,5084,LIBERAL;GREEN;CPC;NDP,1;2;3;1,YES;YES;YES;YES
253,5085,CPC;NDP;LIBERAL;GREEN,4;1;1;1,YES;YES;YES;YES
253,5086,CPC;NDP;LIBERAL;GREEN,4;1;1;2,YES;NO;NO;NO
253,5087,LIBERAL;NDP;CPC;GREEN,1;1;2;1,YES;YES;YES;YES
253,5088,LIBERAL;NDP;CPC;GREEN,2;1;3;2,YES;YES;YES;YES
253,5089,NDP;LIBERAL;GREEN;CPC,1;2;2;3,NO;NO;NO;YES
254,5090,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
254,5091,LIBERAL;CPC;GREEN;NDP,3;2;4;2,NO;NO;YES;NO
254,5092,LIBERAL;GREEN;NDP;CPC,2;3;4;3,YES;YES;YES;YES
254,5093,CPC;GREEN;NDP;LIBERAL,4;2;1;1,YES;YES;NO;NO
254,5094,LIBERAL;NDP;GREEN;CPC,2;2;4;3,YES;YES;YES;YES
254,5095,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;YES;YES;NO
254,5096,CPC;GREEN;LIBERAL;NDP,4;3;3;2,YES;YES;YES;YES
254,5097,CPC;NDP;GREEN;LIBERAL,5;3;2;4,YES;NO;NO;YES
254,5098,LIBERAL;CPC;NDP;GREEN,3;2;4;2,YES;YES;YES;YES
254,5099,CPC;LIBERAL;NDP;GREEN,4;2;3;2,YES;NO;YES;NO
254,5100,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;YES
254,5101,CPC;NDP;LIBERAL;GREEN,4;1;2;2,YES;YES;YES;YES
254,5102,NDP;LIBERAL;GREEN;CPC,1;1;1;4,NO;NO;NO;YES
254,5103,NDP;GREEN;LIBERAL;CPC,1;3;2;5,NO;NO;NO;YES
254,5104,NDP;GREEN;LIBERAL;CPC,1;3;2;4,NO;YES;NO;YES
254,5105,CPC;NDP;LIBERAL;GREEN,4;2;3;4,YES;NO;NO;YES
254,5106,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;YES;YES;NO
254,5107,CPC;GREEN;NDP;LIBERAL,3;1;1;1,YES;NO;NO;NO
254,5108,LIBERAL;NDP;GREEN;CPC,2;3;3;3,YES;YES;YES;YES
254,5109,NDP;LIBERAL;GREEN;CPC,1;1;1;3,NO;NO;NO;YES
254,5110,LIBERAL;GREEN;CPC;NDP,1;3;4;1,NO;NO;YES;NO
254,5111,LIBERAL;GREEN;CPC;NDP,2;3;4;1,YES;YES;YES;YES
255,5112,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
255,5113,LIBERAL;NDP;GREEN;CPC,1;2;4;3,YES;YES;YES;YES
255,5114,LIBERAL;NDP;GREEN;CPC,1;1;2;1,NO;NO;YES;NO
255,5115,LIBERAL;GREEN;CPC;NDP,1;2;3;1,NO;NO;YES;NO
255,5116,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
255,5117,LIBERAL;NDP;CPC;GREEN,2;1;5;4,NO;NO;YES;NO
255,5118,NDP;LIBERAL;GREEN;CPC,1;1;2;3,NO;NO;YES;YES
255,5119,CPC;GREEN;NDP;LIBERAL,2;2;1;1,YES;YES;YES;YES
255,5120,NDP;LIBERAL;GREEN;CPC,2;3;3;4,YES;YES;YES;YES
255,5121,LIBERAL;GREEN;NDP;CPC,2;3;4;2,NO;NO;YES;NO
255,5122,CPC;NDP;GREEN;LIBERAL,3;2;2;2,YES;NO;NO;NO
255,5123,CPC;NDP;GREEN;LIBERAL,4;1;1;3,YES;NO;NO;NO
255,5124,LIBERAL;NDP;CPC;GREEN,1;1;2;1,YES;YES;YES;YES
255,5125,NDP;LIBERAL;GREEN;CPC,2;2;3;4,NO;NO;YES;YES
255,5126,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;NO
255,5127,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;NO;YES;NO
255,5128,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;YES;YES;YES
255,5129,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;YES;YES;YES
255,5130,CPC;GREEN;NDP;LIBERAL,3;2;1;2,YES;NO;NO;NO
255,5131,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
255,5132,LIBERAL;NDP;GREEN;CPC,1;1;3;1,NO;NO;YES;NO
255,5133,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
256,5134,CPC;NDP;GREEN;LIBERAL,5;4;4;4,YES;YES;YES;YES
256,5135,GREEN;CPC;NDP;LIBERAL,2;3;1;2,YES;YES;NO;YES
256,5136,LIBERAL;NDP;GREEN;CPC,2;2;4;3,YES;YES;YES;YES
256,5137,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;YES;YES;YES
256,5138,NDP;GREEN;LIBERAL;CPC,1;2;2;4,NO;NO;NO;YES
256,5139,LIBERAL;NDP;CPC;GREEN,1;1;4;1,NO;NO;YES;NO
256,5140,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;NO;NO;NO
256,5141,CPC;LIBERAL;NDP;GREEN,4;2;2;2,YES;NO;NO;NO
256,5142,CPC;LIBERAL;GREEN;NDP,3;1;2;1,YES;NO;NO;NO
256,5143,CPC;GREEN;NDP;LIBERAL,4;3;1;2,YES;YES;NO;NO
256,5144,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
256,5145,NDP;GREEN;LIBERAL;CPC,1;1;1;4,NO;NO;NO;YES
256,5146,LIBERAL;CPC;GREEN;NDP,1;1;2;1,NO;NO;YES;NO
256,5147,LIBERAL;GREEN;NDP;CPC,1;2;4;2,NO;NO;YES;NO
256,5148,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;YES;YES;YES
256,5149,LIBERAL;CPC;NDP;GREEN,3;1;4;2,NO;NO;YES;NO
256,5150,CPC;GREEN;NDP;LIBERAL,4;3;1;3,YES;NO;NO;NO
256,5151,CPC;NDP;LIBERAL;GREEN,4;1;2;3,YES;NO;NO;NO
257,5152,LIBERAL;CPC;GREEN;NDP,3;2;4;1,NO;NO;YES;NO
257,5153,LIBERAL;CPC;GREEN;NDP,1;1;4;1,NO;NO;YES;NO
257,5154,CPC;LIBERAL;NDP;GREEN,4;1;3;3,YES;NO;YES;YES
257,5155,LIBERAL;GREEN;NDP;CPC,1;1;2;1,NO;NO;YES;NO
257,5156,CPC;GREEN;NDP;LIBERAL,4;3;1;1,YES;NO;NO;NO
257,5157,LIBERAL;GREEN;NDP;CPC,1;3;4;1,NO;NO;YES;NO
257,5158,CPC;GREEN;NDP;LIBERAL,4;3;2;3,YES;YES;YES;YES
257,5159,LIBERAL;GREEN;NDP;CPC,1;2;3;2,NO;YES;YES;YES
257,5160,LIBERAL;NDP;GREEN;CPC,1;1;4;3,NO;NO;YES;YES
257,5161,NDP;GREEN;LIBERAL;CPC,2;2;2;3,NO;NO;NO;YES
257,5162,CPC;NDP;LIBERAL;GREEN,3;2;2;3,YES;YES;YES;YES
257,5163,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
257,5164,LIBERAL;NDP;CPC;GREEN,2;1;4;3,NO;NO;YES;NO
257,5165,LIBERAL;NDP;CPC;GREEN,2;1;4;2,YES;YES;YES;YES
257,5166,LIBERAL;NDP;CPC;GREEN,2;1;4;3,YES;YES;YES;YES
257,5167,CPC;GREEN;NDP;LIBERAL,4;3;1;1,YES;YES;NO;NO
257,5168,CPC;LIBERAL;GREEN;NDP,4;2;3;2,YES;YES;YES;YES
257,5169,CPC;GREEN;LIBERAL;NDP,4;2;1;1,YES;YES;NO;NO
258,5170,NDP;GREEN;LIBERAL;CPC,1;1;1;1,YES;YES;YES;YES
258,5171,CPC;GREEN;NDP;LIBERAL,3;1;1;1,YES;NO;NO;NO
258,5172,CPC;NDP;GREEN;LIBERAL,3;1;1;1,YES;YES;YES;YES
258,5173,GREEN;NDP;CPC;LIBERAL,2;3;1;2,NO;YES;NO;NO
258,5174,LIBERAL;NDP;CPC;GREEN,1;1;4;1,NO;NO;YES;NO
258,5175,LIBERAL;GREEN;NDP;CPC,1;3;4;1,YES;YES;YES;YES
258,5176,CPC;GREEN;LIBERAL;NDP,3;2;2;1,YES;YES;YES;YES
258,5177,LIBERAL;NDP;GREEN;CPC,1;2;3;3,NO;YES;YES;YES
258,5178,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
258,5179,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;YES
258,5180,LIBERAL;NDP;GREEN;CPC,2;2;4;3,YES;YES;YES;YES
258,5181,LIBERAL;NDP;GREEN;CPC,1;2;3;2,NO;NO;YES;NO
258,5182,NDP;LIBERAL;GREEN;CPC,2;2;2;2,YES;YES;YES;YES
258,5183,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;YES;YES;YES
258,5184,LIBERAL;GREEN;NDP;CPC,1;1;3;1,NO;NO;YES;NO
258,5185,CPC;NDP;LIBERAL;GREEN,4;2;2;3,YES;NO;NO;NO
258,5186,NDP;CPC;LIBERAL;GREEN,2;1;1;3,YES;YES;YES;YES
258,5187,LIBERAL;NDP;GREEN;CPC,1;1;4;2,NO;NO;YES;YES
258,5188,LIBERAL;NDP;GREEN;CPC,1;1;3;2,NO;NO;YES;NO
259,5189,CPC;NDP;LIBERAL;GREEN,5;1;2;3,YES;YES;YES;YES
259,5190,LIBERAL;NDP;CPC;GREEN,2;1;3;3,NO;NO;YES;YES
259,5191,NDP;GREEN;LIBERAL;CPC,1;1;1;2,YES;YES;YES;YES
259,5192,LIBERAL;CPC;NDP;GREEN,2;1;3;2,NO;NO;YES;NO
259,5193,CPC;NDP;GREEN;LIBERAL,3;2;2;2,YES;NO;NO;NO
259,5194,CPC;NDP;LIBERAL;GREEN,3;2;2;2,YES;YES;YES;YES
259,5195,LIBERAL;NDP;CPC;GREEN,2;1;4;3,NO;NO;YES;NO
259,5196,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;NO;NO;NO
259,5197,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;YES;YES
259,5198,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;YES;NO
259,5199,LIBERAL;NDP;GREEN;CPC,1;2;4;2,NO;YES;YES;YES
259,5200,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;NO
259,5201,LIBERAL;GREEN;CPC;NDP,1;2;4;1,NO;NO;YES;NO
259,5202,LIBERAL;GREEN;NDP;CPC,1;3;4;2,NO;NO;YES;NO
259,5203,LIBERAL;NDP;CPC;GREEN,1;1;5;1,NO;NO;YES;NO
259,5204,CPC;LIBERAL;GREEN;NDP,3;3;3;2,YES;YES;YES;NO
259,5205,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;NO;YES;NO
259,5206,LIBERAL;NDP;GREEN;CPC,1;1;4;2,YES;YES;YES;YES
259,5207,CPC;GREEN;LIBERAL;NDP,4;3;2;1,YES;YES;YES;YES
260,5208,LIBERAL;GREEN;NDP;CPC,1;2;4;2,NO;NO;YES;NO
260,5209,NDP;LIBERAL;GREEN;CPC,1;2;2;2,YES;YES;YES;YES
260,5210,LIBERAL;NDP;GREEN;CPC,1;1;2;1,YES;YES;YES;YES
260,5211,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;YES;NO;YES
260,5212,CPC;NDP;GREEN;LIBERAL,1;1;1;1,YES;YES;YES;YES
260,5213,CPC;LIBERAL;NDP;GREEN,4;2;3;3,YES;NO;YES;YES
260,5214,LIBERAL;GREEN;NDP;CPC,2;2;5;2,YES;YES;YES;YES
260,5215,CPC;GREEN;LIBERAL;NDP,3;2;2;1,YES;YES;YES;NO
260,5216,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;YES;YES
260,5217,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
260,5218,LIBERAL;CPC;NDP;GREEN,2;1;3;1,YES;YES;YES;YES
260,5219,CPC;GREEN;NDP;LIBERAL,3;2;1;2,YES;YES;YES;YES
260,5220,CPC;NDP;LIBERAL;GREEN,4;1;1;3,YES;YES;YES;YES
260,5221,CPC;LIBERAL;GREEN;NDP,5;3;4;2,YES;YES;YES;YES
260,5222,CPC;LIBERAL;NDP;GREEN,4;2;3;2,YES;YES;YES;YES
260,5223,CPC;LIBERAL;NDP;GREEN,3;1;2;2,YES;NO;NO;NO
260,5224,LIBERAL;NDP;GREEN;CPC,1;2;3;2,YES;YES;YES;YES
260,5225,LIBERAL;NDP;CPC;GREEN,1;1;3;1,NO;NO;YES;NO
261,5226,LIBERAL;GREEN;NDP;CPC,1;2;3;2,NO;NO;YES;NO
261,5227,CPC;LIBERAL;GREEN;NDP,4;2;3;1,YES;NO;NO;NO
261,5228,LIBERAL;NDP;CPC;GREEN,2;1;4;3,NO;NO;YES;NO
261,5229,LIBERAL;GREEN;NDP;CPC,1;1;2;1,YES;YES;YES;YES
261,5230,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;YES;YES;YES
261,5231,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;NO;NO;YES
261,5232,CPC;LIBERAL;NDP;GREEN,2;1;1;1,YES;YES;YES;YES
261,5233,CPC;LIBERAL;NDP;GREEN,3;1;2;1,YES;NO;NO;NO
261,5234,LIBERAL;NDP;CPC;GREEN,1;1;5;2,NO;NO;YES;NO
261,5235,NDP;GREEN;CPC;LIBERAL,1;2;1;4,NO;YES;NO;YES
261,5236,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
261,5237,CPC;GREEN;LIBERAL;NDP,3;2;1;1,YES;YES;NO;NO
261,5238,NDP;LIBERAL;GREEN;CPC,1;2;2;3,YES;YES;YES;YES
261,5239,CPC;GREEN;LIBERAL;NDP,5;4;1;1,YES;NO;NO;NO
261,5240,LIBERAL;CPC;NDP;GREEN,2;1;4;1,NO;NO;YES;NO
261,5241,CPC;LIBERAL;GREEN;NDP,3;1;1;1,YES;NO;NO;NO
261,5242,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;NO;YES
261,5243,LIBERAL;NDP;CPC;GREEN,1;1;3;2,NO;NO;YES;NO
261,5244,CPC;NDP;GREEN;LIBERAL,3;1;1;1,YES;YES;YES;YES
262,5245,LIBERAL;CPC;NDP;GREEN,2;1;3;2,YES;NO;YES;YES
262,5246,NDP;GREEN;LIBERAL;CPC,2;4;3;5,NO;YES;NO;YES
262,5247,CPC;NDP;GREEN;LIBERAL,4;2;1;3,YES;YES;NO;YES
262,5248,CPC;LIBERAL;GREEN;NDP,4;1;3;1,YES;NO;YES;NO
262,5249,LIBERAL;GREEN;CPC;NDP,1;1;4;1,NO;NO;YES;NO
262,5250,LIBERAL;NDP;CPC;GREEN,3;1;5;4,YES;NO;YES;YES
262,5251,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
262,5252,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
262,5253,LIBERAL;NDP;GREEN;CPC,1;2;4;3,NO;NO;YES;NO
262,5254,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;NO;NO;YES
262,5255,CPC;GREEN;NDP;LIBERAL,4;2;1;1,YES;YES;YES;YES
262,5256,CPC;GREEN;LIBERAL;NDP,2;1;1;1,YES;YES;YES;YES
262,5257,CPC;LIBERAL;NDP;GREEN,2;1;1;1,YES;NO;NO;NO
262,5258,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;NO;NO;NO
262,5259,CPC;NDP;GREEN;LIBERAL,2;1;1;1,YES;YES;YES;YES
262,5260,LIBERAL;CPC;GREEN;NDP,3;1;4;1,YES;NO;YES;NO
262,5261,CPC;GREEN;LIBERAL;NDP,4;3;2;1,YES;YES;YES;NO
262,5262,CPC;GREEN;NDP;LIBERAL,3;2;1;2,YES;NO;NO;NO
262,5263,CPC;NDP;GREEN;LIBERAL,4;2;1;4,YES;YES;YES;YES
262,5264,LIBERAL;NDP;CPC;GREEN,1;1;3;3,NO;NO;YES;YES
262,5265,LIBERAL;GREEN;NDP;CPC,1;2;3;2,YES;YES;YES;YES
263,5266,CPC;GREEN;NDP;LIBERAL,2;1;1;1,YES;NO;NO;NO
263,5267,CPC;NDP;LIBERAL;GREEN,2;1;1;1,YES;YES;YES;YES
263,5268,CPC;NDP;GREEN;LIBERAL,3;2;1;2,YES;YES;YES;YES
263,5269,NDP;CPC;LIBERAL;GREEN,1;1;1;2,YES;YES;YES;YES
263,5270,NDP;LIBERAL;CPC;GREEN,1;1;1;2,YES;YES;YES;YES
263,5271,CPC;NDP;GREEN;LIBERAL,5;2;1;4,YES;YES;NO;YES
263,5272,NDP;LIBERAL;GREEN;CPC,1;1;1;2,YES;YES;YES;YES
263,5273,LIBERAL;GREEN;CPC;NDP,2;3;5;2,NO;NO;YES;NO
263,5274,NDP;LIBERAL;GREEN;CPC,1;2;2;4,NO;NO;NO;YES
263,5275,CPC;NDP;LIBERAL;GREEN,3;1;2;2,YES;NO;NO;NO
263,5276,LIBERAL;NDP;CPC;GREEN,1;1;4;3,YES;YES;YES;YES
263,5277,NDP;GREEN;LIBERAL;CPC,1;2;1;3,NO;NO;NO;YES
263,5278,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;YES;YES;YES
263,5279,GREEN;NDP;CPC;LIBERAL,1;3;1;2,NO;YES;NO;YES
263,5280,LIBERAL;NDP;GREEN;CPC,1;2;4;2,NO;NO;YES;NO
263,5281,CPC;NDP;GREEN;LIBERAL,3;1;1;2,YES;YES;YES;YES
263,5282,LIBERAL;NDP;GREEN;CPC,1;1;4;1,NO;NO;YES;NO
263,5283,CPC;LIBERAL;NDP;GREEN,4;2;4;3,YES;YES;YES;YES
263,5284,NDP;GREEN;LIBERAL;CPC,1;2;1;3,YES;YES;YES;YES
263,5285,CPC;GREEN;NDP;LIBERAL,4;3;2;2,YES;YES;YES;YES
264,5286,CPC;NDP;LIBERAL;GREEN,3;1;1;2,YES;YES;YES;YES
264,5287,CPC;NDP;LIBERAL;GREEN,3;1;2;3,YES;YES;YES;YES
264,5288,LIBERAL;NDP;CPC;GREEN,2;1;5;3,NO;NO;YES;NO
264,5289,LIBERAL;NDP;CPC;GREEN,2;1;4;3,YES;YES;YES;YES
264,5290,LIBERAL;GREEN;NDP;CPC,1;1;2;1,NO;NO;YES;NO
264,5291,CPC;NDP;GREEN;LIBERAL,4;1;1;2,YES;NO;NO;NO
264,5292,CPC;LIBERAL;NDP;GREEN,4;1;3;2,YES;NO;YES;YES
264,5293,NDP;LIBERAL;GREEN;CPC,1;1;2;3,YES;YES;YES;YES
264,5294,CPC;NDP;GREEN;LIBERAL,4;2;2;3,YES;YES;YES;YES
264,5295,LIBERAL;GREEN;NDP;CPC,1;2;3;1,NO;NO;YES;NO
